starttime	seconds	ctime	dtime	ttime	wait
Sun Jul 29 15:26:35 2018	1532888795	0	720	721	261
Sun Jul 29 15:26:35 2018	1532888795	0	720	721	438
Sun Jul 29 15:26:35 2018	1532888795	0	720	721	470
Sun Jul 29 15:26:35 2018	1532888795	0	720	721	561
Sun Jul 29 15:25:31 2018	1532888731	0	722	722	247
Sun Jul 29 15:25:31 2018	1532888731	0	722	722	220
Sun Jul 29 15:25:31 2018	1532888731	0	722	722	155
Sun Jul 29 15:25:31 2018	1532888731	0	722	722	98
Sun Jul 29 15:26:05 2018	1532888765	0	722	722	720
Sun Jul 29 15:26:05 2018	1532888765	0	722	722	640
Sun Jul 29 15:26:05 2018	1532888765	0	722	722	585
Sun Jul 29 15:26:05 2018	1532888765	0	722	723	504
Sun Jul 29 15:26:05 2018	1532888765	0	723	723	433
Sun Jul 29 15:26:05 2018	1532888765	0	723	723	356
Sun Jul 29 15:26:05 2018	1532888765	0	723	723	286
Sun Jul 29 15:26:05 2018	1532888765	0	723	723	221
Sun Jul 29 15:26:05 2018	1532888765	0	723	724	181
Sun Jul 29 15:26:05 2018	1532888765	0	724	724	117
Sun Jul 29 15:24:09 2018	1532888649	0	724	724	722
Sun Jul 29 15:24:55 2018	1532888695	0	725	725	262
Sun Jul 29 15:24:55 2018	1532888695	0	725	725	176
Sun Jul 29 15:24:09 2018	1532888649	0	725	726	103
Sun Jul 29 15:24:09 2018	1532888649	0	725	726	307
Sun Jul 29 15:24:09 2018	1532888649	0	725	726	382
Sun Jul 29 15:24:55 2018	1532888695	0	726	726	117
Sun Jul 29 15:24:09 2018	1532888649	0	725	726	157
Sun Jul 29 15:24:09 2018	1532888649	0	725	726	368
Sun Jul 29 15:24:09 2018	1532888649	0	725	726	228
Sun Jul 29 15:24:09 2018	1532888649	0	725	726	483
Sun Jul 29 15:24:09 2018	1532888649	0	726	726	562
Sun Jul 29 15:24:55 2018	1532888695	0	726	726	724
Sun Jul 29 15:24:09 2018	1532888649	0	726	726	644
Sun Jul 29 15:24:55 2018	1532888695	0	726	726	613
Sun Jul 29 15:24:55 2018	1532888695	0	726	726	533
Sun Jul 29 15:24:55 2018	1532888695	0	726	726	486
Sun Jul 29 15:24:55 2018	1532888695	0	726	726	440
Sun Jul 29 15:24:55 2018	1532888695	0	726	726	355
Sun Jul 29 15:24:55 2018	1532888695	0	726	726	325
Sun Jul 29 15:25:34 2018	1532888734	0	726	726	130
Sun Jul 29 15:25:34 2018	1532888734	0	726	727	725
Sun Jul 29 15:25:34 2018	1532888734	0	726	727	687
Sun Jul 29 15:25:34 2018	1532888734	0	726	727	618
Sun Jul 29 15:25:43 2018	1532888743	0	727	727	79
Sun Jul 29 15:25:43 2018	1532888743	0	727	727	487
Sun Jul 29 15:25:43 2018	1532888743	0	727	727	151
Sun Jul 29 15:25:43 2018	1532888743	0	727	727	365
Sun Jul 29 15:25:43 2018	1532888743	0	727	727	228
Sun Jul 29 15:25:43 2018	1532888743	0	727	727	435
Sun Jul 29 15:25:43 2018	1532888743	0	727	727	679
Sun Jul 29 15:25:43 2018	1532888743	0	727	727	590
Sun Jul 29 15:25:43 2018	1532888743	0	727	727	726
Sun Jul 29 15:25:34 2018	1532888734	0	727	727	393
Sun Jul 29 15:25:34 2018	1532888734	0	727	727	303
Sun Jul 29 15:25:34 2018	1532888734	0	727	727	228
Sun Jul 29 15:25:34 2018	1532888734	0	727	727	512
Sun Jul 29 15:25:34 2018	1532888734	0	727	727	419
Sun Jul 29 15:25:34 2018	1532888734	0	727	727	373
Sun Jul 29 15:25:43 2018	1532888743	0	727	727	297
Sun Jul 29 15:25:11 2018	1532888711	0	727	727	285
Sun Jul 29 15:25:11 2018	1532888711	0	727	727	206
Sun Jul 29 15:25:11 2018	1532888711	0	728	728	662
Sun Jul 29 15:25:11 2018	1532888711	0	728	728	321
Sun Jul 29 15:25:11 2018	1532888711	0	728	728	726
Sun Jul 29 15:25:11 2018	1532888711	0	728	728	431
Sun Jul 29 15:25:11 2018	1532888711	0	728	728	580
Sun Jul 29 15:25:11 2018	1532888711	0	728	728	498
Sun Jul 29 15:25:11 2018	1532888711	0	730	730	69
Sun Jul 29 15:25:11 2018	1532888711	0	730	730	136
Sun Jul 29 15:24:07 2018	1532888647	0	730	730	92
Sun Jul 29 15:24:07 2018	1532888647	0	730	730	260
Sun Jul 29 15:24:07 2018	1532888647	0	730	730	170
Sun Jul 29 15:24:07 2018	1532888647	0	730	730	197
Sun Jul 29 15:24:07 2018	1532888647	0	730	730	303
Sun Jul 29 15:24:07 2018	1532888647	0	731	731	412
Sun Jul 29 15:26:25 2018	1532888785	0	731	731	454
Sun Jul 29 15:26:25 2018	1532888785	0	731	731	435
Sun Jul 29 15:26:25 2018	1532888785	0	731	732	123
Sun Jul 29 15:26:25 2018	1532888785	0	731	732	361
Sun Jul 29 15:26:25 2018	1532888785	0	731	732	729
Sun Jul 29 15:26:25 2018	1532888785	0	731	732	524
Sun Jul 29 15:26:25 2018	1532888785	0	731	732	617
Sun Jul 29 15:26:25 2018	1532888785	0	731	732	644
Sun Jul 29 15:26:25 2018	1532888785	0	731	732	190
Sun Jul 29 15:26:25 2018	1532888785	0	731	732	283
Sun Jul 29 15:24:07 2018	1532888647	0	732	732	479
Sun Jul 29 15:24:07 2018	1532888647	0	732	732	566
Sun Jul 29 15:24:07 2018	1532888647	0	732	733	637
Sun Jul 29 15:24:07 2018	1532888647	0	733	733	729
Sun Jul 29 15:25:17 2018	1532888717	0	733	733	357
Sun Jul 29 15:25:17 2018	1532888717	0	733	733	507
Sun Jul 29 15:25:17 2018	1532888717	0	733	733	218
Sun Jul 29 15:25:17 2018	1532888717	0	733	733	292
Sun Jul 29 15:25:17 2018	1532888717	0	733	733	571
Sun Jul 29 15:25:17 2018	1532888717	0	733	733	446
Sun Jul 29 15:25:17 2018	1532888717	0	733	733	589
Sun Jul 29 15:25:17 2018	1532888717	0	733	733	732
Sun Jul 29 15:25:17 2018	1532888717	0	733	733	681
Sun Jul 29 15:25:17 2018	1532888717	0	733	733	136
Sun Jul 29 15:24:50 2018	1532888690	0	733	733	592
Sun Jul 29 15:24:50 2018	1532888690	0	733	733	527
Sun Jul 29 15:24:50 2018	1532888690	0	733	733	732
Sun Jul 29 15:24:50 2018	1532888690	0	733	733	457
Sun Jul 29 15:24:50 2018	1532888690	0	733	733	644
Sun Jul 29 15:24:18 2018	1532888658	0	733	734	732
Sun Jul 29 15:24:18 2018	1532888658	0	733	734	702
Sun Jul 29 15:24:18 2018	1532888658	0	733	734	640
Sun Jul 29 15:24:18 2018	1532888658	0	733	734	559
Sun Jul 29 15:24:18 2018	1532888658	0	734	734	459
Sun Jul 29 15:24:18 2018	1532888658	0	734	734	299
Sun Jul 29 15:24:18 2018	1532888658	0	734	734	120
Sun Jul 29 15:24:18 2018	1532888658	0	734	734	377
Sun Jul 29 15:24:18 2018	1532888658	0	734	734	224
Sun Jul 29 15:24:18 2018	1532888658	0	734	734	193
Sun Jul 29 15:24:50 2018	1532888690	0	734	734	399
Sun Jul 29 15:24:50 2018	1532888690	0	734	734	334
Sun Jul 29 15:24:50 2018	1532888690	0	734	735	265
Sun Jul 29 15:24:50 2018	1532888690	0	735	735	204
Sun Jul 29 15:24:50 2018	1532888690	0	735	735	123
Sun Jul 29 15:25:42 2018	1532888742	1	738	739	128
Sun Jul 29 15:25:42 2018	1532888742	0	739	739	101
Sun Jul 29 15:25:42 2018	1532888742	0	738	739	223
Sun Jul 29 15:25:42 2018	1532888742	0	739	739	737
Sun Jul 29 15:25:42 2018	1532888742	0	739	739	650
Sun Jul 29 15:25:42 2018	1532888742	0	739	739	610
Sun Jul 29 15:25:42 2018	1532888742	0	739	739	518
Sun Jul 29 15:25:42 2018	1532888742	1	738	739	362
Sun Jul 29 15:25:42 2018	1532888742	1	739	739	439
Sun Jul 29 15:25:42 2018	1532888742	0	739	739	292
Sun Jul 29 15:25:22 2018	1532888722	0	741	741	107
Sun Jul 29 15:25:22 2018	1532888722	0	741	742	406
Sun Jul 29 15:25:22 2018	1532888722	0	741	742	482
Sun Jul 29 15:25:22 2018	1532888722	0	742	742	534
Sun Jul 29 15:25:22 2018	1532888722	0	741	742	598
Sun Jul 29 15:25:22 2018	1532888722	0	742	742	660
Sun Jul 29 15:25:22 2018	1532888722	0	741	742	180
Sun Jul 29 15:25:22 2018	1532888722	0	742	742	250
Sun Jul 29 15:25:22 2018	1532888722	0	742	742	324
Sun Jul 29 15:25:22 2018	1532888722	0	742	742	740
Sun Jul 29 15:24:28 2018	1532888668	0	742	742	588
Sun Jul 29 15:24:28 2018	1532888668	0	742	742	626
Sun Jul 29 15:24:28 2018	1532888668	0	742	742	701
Sun Jul 29 15:24:28 2018	1532888668	0	742	742	740
Sun Jul 29 15:24:28 2018	1532888668	0	742	742	525
Sun Jul 29 15:24:28 2018	1532888668	0	742	742	438
Sun Jul 29 15:24:28 2018	1532888668	0	742	742	360
Sun Jul 29 15:25:03 2018	1532888703	0	742	742	740
Sun Jul 29 15:24:28 2018	1532888668	0	742	742	281
Sun Jul 29 15:25:03 2018	1532888703	0	742	742	639
Sun Jul 29 15:24:28 2018	1532888668	0	742	742	192
Sun Jul 29 15:25:03 2018	1532888703	0	742	742	618
Sun Jul 29 15:24:28 2018	1532888668	0	742	742	122
Sun Jul 29 15:25:03 2018	1532888703	0	742	742	545
Sun Jul 29 15:25:03 2018	1532888703	0	742	742	458
Sun Jul 29 15:26:13 2018	1532888773	0	742	743	159
Sun Jul 29 15:26:13 2018	1532888773	0	743	743	102
Sun Jul 29 15:26:13 2018	1532888773	0	743	743	243
Sun Jul 29 15:26:13 2018	1532888773	0	743	743	331
Sun Jul 29 15:25:03 2018	1532888703	0	743	743	349
Sun Jul 29 15:26:13 2018	1532888773	0	743	743	423
Sun Jul 29 15:26:13 2018	1532888773	0	743	743	464
Sun Jul 29 15:25:03 2018	1532888703	0	743	743	259
Sun Jul 29 15:26:13 2018	1532888773	0	743	743	522
Sun Jul 29 15:26:30 2018	1532888790	0	743	743	103
Sun Jul 29 15:26:30 2018	1532888790	0	743	743	416
Sun Jul 29 15:26:30 2018	1532888790	0	743	743	187
Sun Jul 29 15:26:30 2018	1532888790	0	743	743	351
Sun Jul 29 15:26:30 2018	1532888790	0	743	743	276
Sun Jul 29 15:25:03 2018	1532888703	0	743	743	188
Sun Jul 29 15:26:13 2018	1532888773	0	743	743	610
Sun Jul 29 15:26:13 2018	1532888773	0	743	743	656
Sun Jul 29 15:26:13 2018	1532888773	0	743	744	742
Sun Jul 29 15:23:59 2018	1532888639	0	744	744	742
Sun Jul 29 15:23:59 2018	1532888639	0	744	744	665
Sun Jul 29 15:23:59 2018	1532888639	0	744	744	552
Sun Jul 29 15:23:59 2018	1532888639	0	744	744	481
Sun Jul 29 15:23:59 2018	1532888639	0	744	744	391
Sun Jul 29 15:25:03 2018	1532888703	0	744	744	94
Sun Jul 29 15:25:03 2018	1532888703	0	744	744	113
Sun Jul 29 15:23:59 2018	1532888639	0	744	744	311
Sun Jul 29 15:23:59 2018	1532888639	0	744	744	208
Sun Jul 29 15:23:59 2018	1532888639	0	744	744	143
Sun Jul 29 15:23:59 2018	1532888639	0	744	744	70
Sun Jul 29 15:26:12 2018	1532888772	1	744	744	77
Sun Jul 29 15:23:59 2018	1532888639	0	744	744	111
Sun Jul 29 15:26:30 2018	1532888790	0	744	745	659
Sun Jul 29 15:26:12 2018	1532888772	1	744	745	153
Sun Jul 29 15:26:30 2018	1532888790	0	744	745	742
Sun Jul 29 15:26:30 2018	1532888790	0	745	745	489
Sun Jul 29 15:26:12 2018	1532888772	1	744	745	188
Sun Jul 29 15:26:30 2018	1532888790	0	745	745	512
Sun Jul 29 15:26:12 2018	1532888772	1	744	745	269
Sun Jul 29 15:26:30 2018	1532888790	0	745	745	579
Sun Jul 29 15:26:12 2018	1532888772	1	745	745	353
Sun Jul 29 15:26:12 2018	1532888772	0	745	745	435
Sun Jul 29 15:26:12 2018	1532888772	0	745	745	500
Sun Jul 29 15:26:12 2018	1532888772	0	745	745	660
Sun Jul 29 15:26:12 2018	1532888772	0	745	745	569
Sun Jul 29 15:26:12 2018	1532888772	0	745	745	743
Sun Jul 29 15:26:15 2018	1532888775	0	747	748	243
Sun Jul 29 15:26:15 2018	1532888775	0	747	748	277
Sun Jul 29 15:26:15 2018	1532888775	0	747	748	353
Sun Jul 29 15:26:15 2018	1532888775	0	747	748	610
Sun Jul 29 15:26:15 2018	1532888775	0	748	748	747
Sun Jul 29 15:26:15 2018	1532888775	0	747	748	451
Sun Jul 29 15:26:15 2018	1532888775	0	748	748	683
Sun Jul 29 15:26:15 2018	1532888775	0	747	748	524
Sun Jul 29 15:26:15 2018	1532888775	0	748	748	85
Sun Jul 29 15:26:15 2018	1532888775	0	748	748	145
Sun Jul 29 15:25:55 2018	1532888755	0	752	752	751
Sun Jul 29 15:25:55 2018	1532888755	0	752	752	625
Sun Jul 29 15:25:55 2018	1532888755	0	752	752	547
Sun Jul 29 15:25:55 2018	1532888755	0	752	752	465
Sun Jul 29 15:25:55 2018	1532888755	0	752	752	446
Sun Jul 29 15:25:55 2018	1532888755	0	752	752	365
Sun Jul 29 15:25:55 2018	1532888755	0	752	752	286
Sun Jul 29 15:25:55 2018	1532888755	0	752	752	228
Sun Jul 29 15:24:01 2018	1532888641	0	752	753	111
Sun Jul 29 15:25:55 2018	1532888755	0	753	753	179
Sun Jul 29 15:25:02 2018	1532888702	0	753	753	752
Sun Jul 29 15:25:55 2018	1532888755	0	753	753	109
Sun Jul 29 15:25:02 2018	1532888702	0	754	754	680
Sun Jul 29 15:25:02 2018	1532888702	0	754	754	602
Sun Jul 29 15:25:02 2018	1532888702	0	755	755	512
Sun Jul 29 15:25:02 2018	1532888702	0	755	755	414
Sun Jul 29 15:25:02 2018	1532888702	0	755	755	347
Sun Jul 29 15:24:01 2018	1532888641	0	755	755	177
Sun Jul 29 15:25:02 2018	1532888702	0	755	755	278
Sun Jul 29 15:24:01 2018	1532888641	0	755	755	284
Sun Jul 29 15:25:02 2018	1532888702	0	755	755	253
Sun Jul 29 15:24:01 2018	1532888641	0	755	756	192
Sun Jul 29 15:26:08 2018	1532888768	0	755	756	751
Sun Jul 29 15:25:02 2018	1532888702	0	756	756	202
Sun Jul 29 15:26:08 2018	1532888768	0	756	756	682
Sun Jul 29 15:26:08 2018	1532888768	0	756	756	595
Sun Jul 29 15:24:01 2018	1532888641	0	755	756	376
Sun Jul 29 15:26:08 2018	1532888768	0	756	756	577
Sun Jul 29 15:26:08 2018	1532888768	0	756	756	493
Sun Jul 29 15:25:02 2018	1532888702	0	756	756	146
Sun Jul 29 15:26:08 2018	1532888768	0	756	756	421
Sun Jul 29 15:26:08 2018	1532888768	0	755	756	102
Sun Jul 29 15:24:16 2018	1532888656	0	756	756	90
Sun Jul 29 15:26:19 2018	1532888779	0	756	756	119
Sun Jul 29 15:24:16 2018	1532888656	0	756	756	181
Sun Jul 29 15:26:08 2018	1532888768	0	756	756	174
Sun Jul 29 15:26:08 2018	1532888768	0	756	756	245
Sun Jul 29 15:26:19 2018	1532888779	0	756	756	189
Sun Jul 29 15:26:08 2018	1532888768	0	756	756	330
Sun Jul 29 15:26:19 2018	1532888779	0	756	756	340
Sun Jul 29 15:26:19 2018	1532888779	0	756	756	369
Sun Jul 29 15:26:19 2018	1532888779	0	756	756	280
Sun Jul 29 15:26:19 2018	1532888779	0	756	756	436
Sun Jul 29 15:26:19 2018	1532888779	0	756	756	525
Sun Jul 29 15:26:19 2018	1532888779	0	756	756	604
Sun Jul 29 15:26:19 2018	1532888779	0	756	756	686
Sun Jul 29 15:26:19 2018	1532888779	0	756	756	755
Sun Jul 29 15:24:01 2018	1532888641	0	756	756	471
Sun Jul 29 15:24:01 2018	1532888641	0	756	756	555
Sun Jul 29 15:24:01 2018	1532888641	0	756	757	620
Sun Jul 29 15:24:01 2018	1532888641	0	757	757	696
Sun Jul 29 15:24:01 2018	1532888641	0	757	757	751
Sun Jul 29 15:26:18 2018	1532888778	1	757	758	68
Sun Jul 29 15:26:18 2018	1532888778	0	757	758	155
Sun Jul 29 15:24:19 2018	1532888659	0	758	758	117
Sun Jul 29 15:24:19 2018	1532888659	0	757	758	291
Sun Jul 29 15:24:19 2018	1532888659	0	758	758	218
Sun Jul 29 15:24:19 2018	1532888659	0	758	758	207
Sun Jul 29 15:24:19 2018	1532888659	0	758	758	367
Sun Jul 29 15:25:33 2018	1532888733	0	758	758	757
Sun Jul 29 15:25:33 2018	1532888733	0	758	758	694
Sun Jul 29 15:26:32 2018	1532888792	0	758	758	575
Sun Jul 29 15:26:32 2018	1532888792	0	758	758	484
Sun Jul 29 15:26:32 2018	1532888792	0	758	758	403
Sun Jul 29 15:26:32 2018	1532888792	0	758	758	300
Sun Jul 29 15:26:32 2018	1532888792	0	758	758	112
Sun Jul 29 15:26:32 2018	1532888792	1	758	758	234
Sun Jul 29 15:24:16 2018	1532888656	0	758	758	754
Sun Jul 29 15:26:32 2018	1532888792	1	758	758	187
Sun Jul 29 15:24:16 2018	1532888656	0	758	758	664
Sun Jul 29 15:24:16 2018	1532888656	0	758	758	592
Sun Jul 29 15:25:04 2018	1532888704	0	758	758	103
Sun Jul 29 15:24:16 2018	1532888656	0	758	758	510
Sun Jul 29 15:24:16 2018	1532888656	0	758	758	575
Sun Jul 29 15:24:16 2018	1532888656	0	758	758	414
Sun Jul 29 15:24:16 2018	1532888656	0	758	758	334
Sun Jul 29 15:25:04 2018	1532888704	0	758	758	177
Sun Jul 29 15:24:16 2018	1532888656	0	758	758	241
Sun Jul 29 15:25:04 2018	1532888704	0	758	758	254
Sun Jul 29 15:25:04 2018	1532888704	0	758	758	348
Sun Jul 29 15:25:04 2018	1532888704	0	758	759	429
Sun Jul 29 15:25:04 2018	1532888704	0	758	759	503
Sun Jul 29 15:26:18 2018	1532888778	0	759	759	756
Sun Jul 29 15:25:04 2018	1532888704	0	758	759	568
Sun Jul 29 15:24:19 2018	1532888659	0	759	759	439
Sun Jul 29 15:24:19 2018	1532888659	0	759	759	548
Sun Jul 29 15:24:19 2018	1532888659	0	759	759	612
Sun Jul 29 15:26:34 2018	1532888794	0	759	759	110
Sun Jul 29 15:24:19 2018	1532888659	0	759	759	689
Sun Jul 29 15:24:19 2018	1532888659	0	759	759	755
Sun Jul 29 15:25:04 2018	1532888704	0	759	759	638
Sun Jul 29 15:26:18 2018	1532888778	0	759	759	237
Sun Jul 29 15:26:32 2018	1532888792	0	759	759	642
Sun Jul 29 15:26:34 2018	1532888794	0	759	759	483
Sun Jul 29 15:26:34 2018	1532888794	0	759	759	571
Sun Jul 29 15:26:34 2018	1532888794	0	759	759	151
Sun Jul 29 15:26:18 2018	1532888778	0	759	759	320
Sun Jul 29 15:26:34 2018	1532888794	0	759	759	672
Sun Jul 29 15:26:34 2018	1532888794	0	759	759	382
Sun Jul 29 15:26:34 2018	1532888794	0	759	759	341
Sun Jul 29 15:26:18 2018	1532888778	0	759	759	411
Sun Jul 29 15:26:34 2018	1532888794	0	759	759	221
Sun Jul 29 15:26:34 2018	1532888794	0	759	759	247
Sun Jul 29 15:26:34 2018	1532888794	0	759	759	758
Sun Jul 29 15:26:18 2018	1532888778	0	759	759	621
Sun Jul 29 15:26:18 2018	1532888778	0	759	759	672
Sun Jul 29 15:26:18 2018	1532888778	0	759	759	502
Sun Jul 29 15:25:04 2018	1532888704	0	759	759	674
Sun Jul 29 15:26:18 2018	1532888778	0	759	759	577
Sun Jul 29 15:26:32 2018	1532888792	0	759	759	723
Sun Jul 29 15:24:44 2018	1532888684	0	759	759	758
Sun Jul 29 15:25:04 2018	1532888704	0	759	759	757
Sun Jul 29 15:26:32 2018	1532888792	0	759	759	756
Sun Jul 29 15:24:44 2018	1532888684	0	759	759	664
Sun Jul 29 15:24:44 2018	1532888684	0	759	759	584
Sun Jul 29 15:24:44 2018	1532888684	0	759	760	353
Sun Jul 29 15:24:44 2018	1532888684	0	760	760	510
Sun Jul 29 15:24:44 2018	1532888684	0	760	760	280
Sun Jul 29 15:24:44 2018	1532888684	0	760	760	434
